"Round","Date","Gender","District","Ward","Age","Ethnicity","Ethnicity_Other","Occupation","Occupation_Other","Do_you_have_any_health_problem","A0JS","A1JS","B0JS","C0JS","C1JS","D0JS","E0JS","Month"
1,"2015-07-19","Male","Sindhuli",5,"55+","Tamang",NA,"Farmer / Laborer",NA,"No difficulty.","Very little","Short term shelter / tent shelter","Don't know","Not at all","How to register for access support","Very little","Completely yes",7
1,"2015-07-19","Female","Sindhuli",5,"40 to 54","Tamang",NA,"Farmer / Laborer",NA,"No difficulty.","Very little","Short term shelter / tent shelter","Neutral","Very little","How to register for access support","Neutral","Don't know",7
1,"2015-07-19","Female","Sindhuli",5,"40 to 54","Tamang",NA,"Farmer / Laborer",NA,"No difficulty.","Very little","Short term shelter / tent shelter","Completely yes","Don't know",NA,"Very little","Don't know",7
1,"2015-07-18","Female","Sindhuli",1,"15 to 24","Janajati",NA,"Farmer / Laborer",NA,"No difficulty.","Very little","Short term shelter / tent shelter","Very little","Neutral","How to register for access support","Mostly yes","Don't know",7
1,"2015-07-20","Female","Sindhuli",7,"55+","Tamang",NA,"Farmer / Laborer",NA,"No difficulty.","Very little","Short term shelter / tent shelter","Completely yes","Completely yes",NA,"Completely yes","Don't know",7
1,"2015-07-20","Female","Sindhuli",7,"40 to 54","Tamang",NA,"Farmer / Laborer",NA,"No difficulty.","Neutral","Short term shelter / tent shelter","Completely yes","Very little","How to register for access support","Completely yes","Don't know",7
1,"2015-07-20","Female","Sindhuli",7,"55+","Tamang",NA,"Farmer / Laborer",NA,"Yes, some difficulty.","Very little","Short term shelter / tent shelter","Completely yes","Don't know",NA,"Completely yes","Don't know",7
1,"2015-07-19","Male","Sindhuli",6,"25 to 39","Tamang",NA,"Farmer / Laborer",NA,"No difficulty.","Very little","Short term shelter / tent shelter","Very little","Not at all","Finding missing people","Completely yes","Don't know",7
1,"2015-07-22","Male","Sindhuli",8,"40 to 54","Tamang",NA,"Farmer / Laborer",NA,"Yes, a lot of difficulty.","Not at all","Short term shelter / tent shelter","Not at all","Not at all","How to register for access support","Not at all","Don't know",7
1,"2015-07-20","Female","Sindhuli",7,"25 to 39","Tamang",NA,"Farmer / Laborer",NA,"No difficulty.","Very little","Short term shelter / tent shelter","Completely yes","Completely yes",NA,"Completely yes","Don't know",7
1,"2015-07-22","Female","Sindhuli",9,"40 to 54","Newar",NA,"NGO Worker / Business",NA,"No difficulty.","Very little","Short term shelter / tent shelter","Not at all","Not at all","How to get shelter materials","Not at all","Not at all",7
1,"2015-07-20","Female","Sindhuli",7,"25 to 39","Tamang",NA,"Farmer / Laborer",NA,"No difficulty.","Very little","Short term shelter / tent shelter","Very little","Don't know",NA,"Completely yes","Completely yes",7
1,"2015-07-23","Female","Sindhuli",9,"40 to 54","Tamang",NA,"Government Services (i.e. Teacher)",NA,"No difficulty.","Completely yes",NA,"Completely yes","Completely yes",NA,"Completely yes","Completely yes",7
1,"2015-07-23","Male","Sindhuli",9,"55+","Tamang",NA,"Farmer / Laborer",NA,"Cannot do at all.","Completely yes",NA,"Completely yes","Completely yes",NA,"Completely yes","Very little",7
1,"2015-07-22","Female","Sindhuli",9,"15 to 24","Chhetri",NA,"Farmer / Laborer",NA,"No difficulty.","Not at all","Long term shelter / housing","Not at all","Not at all","News about government decision","Not at all","Not at all",7
1,"2015-07-23","Male","Sindhuli",9,"25 to 39","Dalit",NA,"Skilled Worker (i.e. Carpenter)",NA,"No difficulty.","Very little","Short term shelter / tent shelter","Neutral","Very little","How to register for access support","Very little","Not at all",7
1,"2015-07-22","Male","Sindhuli",8,"40 to 54","Newar",NA,"Farmer / Laborer",NA,"No difficulty.","Completely yes",NA,"Very little","Completely yes",NA,"Very little","Completely yes",7
1,"2015-07-22","Female","Sindhuli",9,"55+","Brahmin",NA,"Farmer / Laborer",NA,"Yes, some difficulty.","Very little","Long term shelter / housing","Completely yes","Very little","News about government decision","Not at all","Mostly yes",7
1,"2015-07-22","Female","Sindhuli",8,"55+","Tamang",NA,"Farmer / Laborer",NA,"No difficulty.","Very little","Short term shelter / tent shelter","Completely yes","Completely yes",NA,"Completely yes","Completely yes",7
1,"2015-07-22","Female","Sindhuli",8,"55+","Tamang",NA,"Farmer / Laborer",NA,"No difficulty.","Completely yes",NA,"Completely yes","Don't know",NA,"Completely yes","Don't know",7
1,"2015-07-22","Female","Sindhuli",9,"40 to 54","Janajati",NA,"Farmer / Laborer",NA,"No difficulty.","Very little","Short term shelter / tent shelter","Not at all","Not at all","News about government decision","Not at all","Very little",7
1,"2015-07-22","Male","Sindhuli",8,"15 to 24","Tamang",NA,"Farmer / Laborer",NA,"No difficulty.","Not at all","Short term shelter / tent shelter","Very little","Don't know",NA,"Don't know","Don't know",7
1,"2015-07-22","Male","Sindhuli",9,"40 to 54","Dalit",NA,"Other","worker","No difficulty.","Not at all","Short term shelter / tent shelter","Not at all","Not at all","News about government decision","Very little","Not at all",7
1,"2015-07-21","Male","Sindhuli",8,"40 to 54","Tamang",NA,"Farmer / Laborer",NA,"No difficulty.","Completely yes",NA,"Completely yes","Neutral","News about government decision","Don't know","Don't know",7
1,"2015-07-18","Female","Sindhuli",1,"40 to 54","Janajati",NA,"Farmer / Laborer",NA,"No difficulty.","Very little","Short term shelter / tent shelter","Neutral","Very little","How to register for access support","Neutral","Don't know",7
1,"2015-07-18","Female","Sindhuli",1,"55+","Janajati",NA,"Farmer / Laborer",NA,"Yes, some difficulty.","Very little","Short term shelter / tent shelter","Very little","Not at all","How to register for access support","Very little","Don't know",7
1,"2015-07-21","Female","Sindhuli",8,"25 to 39","Tamang",NA,"Farmer / Laborer",NA,"No difficulty.","Mostly yes",NA,"Completely yes","Very little","News about government decision","Mostly yes","Not at all",7
1,"2015-07-18","Male","Sindhuli",1,"55+","Janajati",NA,"Farmer / Laborer",NA,"No difficulty.","Not at all","Short term shelter / tent shelter","Not at all","Very little","How to register for access support","Not at all","Don't know",7
1,"2015-07-17","Male","Sindhuli",1,"55+","Janajati",NA,"Other","pensioner","No difficulty.","Completely yes",NA,"Completely yes","Very little","How to register for access support","Completely yes","Don't know",7
1,"2015-07-21","Male","Sindhuli",8,"40 to 54","Dalit",NA,"Farmer / Laborer",NA,"No difficulty.","Completely yes",NA,"Completely yes","Completely yes",NA,"Completely yes","Don't know",7
1,"2015-07-17","Male","Sindhuli",3,"25 to 39","Brahmin",NA,"Government Services (i.e. Teacher)",NA,"No difficulty.","Completely yes",NA,"Very little","Very little","How to get shelter materials","Neutral","Not at all",7
1,"2015-07-17","Male","Sindhuli",3,"55+","Dalit",NA,"Farmer / Laborer",NA,"No difficulty.","Completely yes",NA,"Completely yes","Very little","How to register for access support","Don't know","Neutral",7
1,"2015-07-21","Male","Sindhuli",8,"40 to 54","Chhetri",NA,"Farmer / Laborer",NA,"No difficulty.","Very little","Long term shelter / housing","Completely yes","Completely yes",NA,"Completely yes","Completely yes",7
1,"2015-07-17","Female","Sindhuli",3,"40 to 54","Chhetri",NA,"Farmer / Laborer",NA,"Yes, some difficulty.","Completely yes",NA,"Completely yes","Very little","How to get healthcare psychological support","Completely yes","Don't know",7
1,"2015-07-17","Male","Sindhuli",3,"55+","Janajati",NA,"Farmer / Laborer",NA,"Cannot do at all.","Neutral","Long term shelter / housing","Neutral","Completely yes",NA,"Very little","Completely yes",7
1,"2015-07-20","Male","Sindhuli",4,"25 to 39","Dalit",NA,"Farmer / Laborer",NA,"No difficulty.","Neutral","Short term shelter / tent shelter","Neutral","Neutral","News about government decision","Completely yes","Not at all",7
1,"2015-07-19","Male","Sindhuli",1,"55+","Janajati",NA,"Farmer / Laborer",NA,"No difficulty.","Not at all","Short term shelter / tent shelter","Refused","Not at all","How to register for access support","Don't know","Not at all",7
1,"2015-07-18","Male","Sindhuli",9,"40 to 54","Janajati",NA,"Farmer / Laborer",NA,"No difficulty.","Not at all","Short term shelter / tent shelter","Not at all","Not at all","News about government decision","Not at all","Not at all",7
1,"2015-07-20","Male","Sindhuli",4,"40 to 54","Brahmin",NA,"Government Services (i.e. Teacher)",NA,"Yes, some difficulty.","Very little","Psychosocial counseling","Not at all","Not at all","How to register for access support","Not at all","Not at all",7
1,"2015-07-19","Female","Sindhuli",9,"55+","Newar",NA,"Farmer / Laborer",NA,"Yes, some difficulty.","Not at all","Short term shelter / tent shelter","Not at all","Not at all","News about government decision","Not at all","Not at all",7
1,"2015-07-18","Male","Sindhuli",4,"25 to 39","Janajati",NA,"Farmer / Laborer",NA,"No difficulty.","Not at all","Short term shelter / tent shelter","Refused","Not at all","News about government decision","Very little","Not at all",7
1,"2015-07-20","Female","Sindhuli",4,"40 to 54","Newar",NA,"Government Services (i.e. Teacher)",NA,"No difficulty.","Not at all","Short term shelter / tent shelter","Not at all","Not at all","How to get shelter materials","Not at all","Not at all",7
1,"2015-07-18","Female","Sindhuli",9,"15 to 24","Janajati",NA,"Farmer / Laborer",NA,"No difficulty.","Not at all","Financial support","Not at all","Not at all","How to register for access support","Neutral","Not at all",7
1,"2015-07-20","Male","Sindhuli",4,"55+","Tamang",NA,"Farmer / Laborer",NA,"No difficulty.","Not at all","Long term shelter / housing","Not at all","Not at all","How to get shelter materials","Not at all","Not at all",7
1,"2015-07-19","Female","Sindhuli",9,"25 to 39","Tamang",NA,"Farmer / Laborer",NA,"No difficulty.","Not at all","Long term shelter / housing","Not at all","Very little","How to register for access support","Neutral","Neutral",7
1,"2015-07-20","Male","Sindhuli",4,"40 to 54","Dalit",NA,"NGO Worker / Business",NA,"No difficulty.","Not at all","Financial support","Not at all","Very little","How to get shelter materials","Not at all","Not at all",7
1,"2015-07-18","Male","Sindhuli",9,"25 to 39","Janajati",NA,"Farmer / Laborer",NA,"No difficulty.","Not at all","Long term shelter / housing","Not at all","Not at all","How to register for access support","Not at all","Not at all",7
1,"2015-07-19","Male","Sindhuli",7,"55+","Dalit",NA,"Farmer / Laborer",NA,"Yes, some difficulty.","Very little","Short term shelter / tent shelter","Not at all","Not at all","How to get shelter materials","Not at all","Not at all",7
1,"2015-07-17","Female","Sindhuli",4,"25 to 39","Tamang",NA,"Farmer / Laborer",NA,"No difficulty.","Not at all","Short term shelter / tent shelter","Don't know","Not at all","How to get shelter materials","Not at all","Don't know",7
1,"2015-07-17","Male","Sindhuli",4,"40 to 54","Tamang",NA,"Farmer / Laborer",NA,"Yes, a lot of difficulty.","Not at all","Long term shelter / housing","Not at all","Very little","How to get healthcare psychological support","Not at all","Don't know",7
1,"2015-07-19","Male","Sindhuli",7,"40 to 54","Chhetri",NA,"Farmer / Laborer",NA,"Yes, some difficulty.","Very little","Short term shelter / tent shelter","Very little","Very little","News about government decision","Very little","Not at all",7
1,"2015-07-17","Male","Sindhuli",4,"55+","Tamang",NA,"Farmer / Laborer",NA,"No difficulty.","Not at all","Housing inspections","Don't know","Not at all","How to register for access support","Not at all","Not at all",7
1,"2015-07-19","Male","Sindhuli",7,"55+","Chhetri",NA,"NGO Worker / Business",NA,"Yes, some difficulty.","Very little","Short term shelter / tent shelter","Very little","Not at all","How to register for access support","Not at all","Completely yes",7
1,"2015-07-20","Male","Sindhuli",4,"25 to 39","Janajati",NA,"Farmer / Laborer",NA,"No difficulty.","Not at all","Long term shelter / housing","Refused","Not at all","News about government decision","Not at all","Not at all",7
1,"2015-07-23","Male","Sindhuli",3,"Don't know","Janajati",NA,"Farmer / Laborer",NA,"No difficulty.","Not at all","Financial support","Refused","Not at all","How to register for access support","Not at all","Don't know",7
1,"2015-07-19","Female","Sindhuli",7,"40 to 54","Chhetri",NA,"Farmer / Laborer",NA,"No difficulty.","Don't know",NA,"Neutral","Very little","News about government decision","Very little","Very little",7
1,"2015-07-19","Female","Sindhuli",2,"25 to 39","Newar",NA,"NGO Worker / Business",NA,"No difficulty.","Completely yes",NA,"Very little","Very little","How to get shelter materials","Very little","Very little",7
1,"2015-07-22","Male","Sindhuli",3,"55+","Janajati",NA,"Farmer / Laborer",NA,"No difficulty.","Not at all","Long term shelter / housing","Don't know","Don't know",NA,"Not at all","Not at all",7
1,"2015-07-19","Female","Sindhuli",2,"25 to 39","Newar",NA,"Farmer / Laborer",NA,"No difficulty.","Very little","Short term shelter / tent shelter","Very little","Very little","How to get shelter materials","Very little","Very little",7
1,"2015-07-22","Male","Sindhuli",3,"55+","Chhetri",NA,"Farmer / Laborer",NA,"No difficulty.","Not at all","Short term shelter / tent shelter","Refused","Not at all","How to register for access support","Not at all","Not at all",7
1,"2015-07-22","Female","Sindhuli",3,"55+","Chhetri",NA,"Farmer / Laborer",NA,"Yes, some difficulty.","Not at all","Long term shelter / housing","Refused","Not at all","How to register for access support","Not at all","Don't know",7
1,"2015-07-18","Male","Sindhuli",2,"55+","Newar",NA,"Farmer / Laborer",NA,"No difficulty.","Very little","Long term shelter / housing","Very little","Neutral","How to get shelter materials","Very little","Very little",7
1,"2015-07-22","Female","Sindhuli",3,"55+","Brahmin",NA,"Farmer / Laborer",NA,"No difficulty.","Very little","Long term shelter / housing","Refused","Not at all","How to register for access support","Not at all","Don't know",7
