District,VDC_Municipality,Ward,Age,Gender,Ethnicity,Ethnicity_Other,Occupation,Occupation_Other,Do_you_have_any_health_problem,A0JS,A1JS,A2JS,A3JS,B0JS,B1JAN,B2JAN,C0JS,C1JS,C2JS,D0JS,D1JS,D2JS,E0JS,E1JS,E2JS,F0JAN,F1JAN,G0JAN,G1JAN,G2JAN,I0JAN,J0JAN,J1JAN,J2JAN,L0JAN,L1JAN,L2JAN,M0JAN,M1JAN,M2JAN
Rasuwa,Chilime,1,15-24,female,Tamang,,Others,student,No difficulty ,2 _ Not very much,Clean water,Psychosocial counseling,Long-term shelter (housing)        ,4_Mostly yes,,,3 _ Neutral ,How to register for/access support                       ,News about government decisions               ,4_Mostly yes,,,5 _ Completely yes        ,,,2 _ Not very much           ,House/Shelter will not protect against cold   ,2 _ Somewhat yes           ,Psycho-social support      ,Health care,4-Mostly yes,4 _ Not very much        ,,2-Somewhat yes,1-Completely yes        ,Government loan         ,Concern about another earthquake/aftershocks,4 _ Somewhat yes           ,,
Rasuwa,Chilime,1,25-39,female,Tamang,,Farmer/laborer,,No difficulty ,2 _ Not very much,Clean water,Seeds and fertilizers     ,Housing inspections,4_Mostly yes,,,2 _ Not very much           ,How to register for/access support                       ,How to get shelter materials                          ,4_Mostly yes,,,4_Mostly yes,,,3 _ Neutral           ,Not enough fuel                             ,3 _ Neutral           ,Access to education (closed schools)    ,"Not prepared for winter (clothing, household)                                  ",4-Mostly yes,5 _ Not at all         ,,2-Somewhat yes,1-Completely yes        ,Government grant        ,Gathering enough resources to rebuild entire house at once                   ,2 _ Not very much           ,Reconstruction advice/training             ,Road access                   
Rasuwa,Chilime,1,25-39,female,Tamang,,"Government (i.e. teacher, health worker, army)                                 ",,No difficulty ,1 _ Not at all        ,Financial support,Clean water,Livelihoods,1 _ Not at all        ,Was promised relief but never received           ,Donêt know how to register for relief/services   ,2 _ Not very much           ,Finding missing people             ,How to get shelter materials                          ,4_Mostly yes,,,4_Mostly yes,,,3 _ Neutral           ,Not enough fuel                             ,4 _ Not very much        ,,,4-Mostly yes,5 _ Not at all         ,,2-Somewhat yes,1-Completely yes        ,Government loan         ,Concern about another earthquake/aftershocks,2 _ Not very much           ,Road access                   ,Improved access to financial services               
Rasuwa,Bhorle,2,40-54,male,Tamang,,"Government (i.e. teacher, health worker, army)                                 ",,No difficulty ,1 _ Not at all        ,Long-term shelter (housing)        ,Financial support             ,Psychosocial counseling,2 _ Not very much           ,Government plans unclear               ,Do not trust government                     ,1 _ Not at all        ,News about government decisions               ,How to get shelter materials                          ,2 _ Not very much           ,Do not trust NGOs                     ,Do not trust NGOs                     ,4_Mostly yes,,,1 _ Not at all        ,House/Shelter will not protect against cold   ,5 _ Not at all         ,,,4-Mostly yes,5 _ Not at all         ,,4-Not very much,1-Completely yes        ,Government grant        ,Confidence in government support                                ,1 _ Not at all        ,Repair/reconstruction of community buildings        ,Safe spaces for women and children   
Rasuwa,Thulogaun,3,25-39,female,Gurung,,Farmer/laborer,,No difficulty ,1 _ Not at all        ,Long-term shelter (housing)        ,Financial support             ,Livelihoods,1 _ Not at all        ,Reconstruction process taking too long                                   ,Government plans unclear               ,1 _ Not at all        ,News about government decisions               ,How to get healthcare/psychological support                           ,4_Mostly yes,,,5 _ Completely yes        ,,,1 _ Not at all        ,Not enough fuel                             ,5 _ Not at all         ,,,5 _ Completely yes         ,4 _ Not very much        ,,2-Somewhat yes,1-Completely yes        ,Government grant        ,Availability of financial support                                      ,2 _ Not very much           ,Safe spaces for women and children   ,Livelihood options/training                                          
Rasuwa,Thulogaun,3,40-54,male,Gurung,,Farmer/laborer,,No difficulty ,4_ Mostly yes,,,,4_Mostly yes,,,4_Mostly yes,,,5 _ Completely yes         ,,,5 _ Completely yes        ,,,5 _ Completely yes        ,,5 _ Not at all         ,,,5 _ Completely yes         ,5 _ Not at all         ,,2-Somewhat yes,1-Completely yes        ,Government grant        ,Availability of financial support                                      ,4 _ Somewhat yes           ,,
Rasuwa,Thulogaun,3,40-54,male,Gurung,,Farmer/laborer,,No difficulty ,4_ Mostly yes,,,,4_Mostly yes,,,5 _ Completely yes         ,,,5 _ Completely yes         ,,,5 _ Completely yes        ,,,4-Mostly yes,,5 _ Not at all         ,,,5 _ Completely yes         ,5 _ Not at all         ,,2-Somewhat yes,1-Completely yes        ,Government grant        ,Waiting for community to start rebuilding                    ,4 _ Somewhat yes           ,,
Rasuwa,Thulogaun,3,25-39,female,Gurung,,Farmer/laborer,,No difficulty ,4_ Mostly yes,,,,4_Mostly yes,,,1 _ Not at all        ,News about government decisions               ,How to get healthcare/psychological support                           ,5 _ Completely yes         ,,,5 _ Completely yes        ,,,4-Mostly yes,,5 _ Not at all         ,,,5 _ Completely yes         ,2 _ Somewhat yes           ,Community members         ,2-Somewhat yes,1-Completely yes        ,Government grant        ,Availability of financial support                                      ,2 _ Not very much           ,Safe spaces for women and children   ,Livelihood options/training                                          
Rasuwa,Thulogaun,3,15-24,male,Dalit,,Farmer/laborer,,No difficulty ,4_ Mostly yes,,,,4_Mostly yes,,,4_Mostly yes,,,5 _ Completely yes         ,,,5 _ Completely yes        ,,,4-Mostly yes,,5 _ Not at all         ,,,5 _ Completely yes         ,5 _ Not at all         ,,2-Somewhat yes,1-Completely yes        ,Government grant        ,Availability of labour ,4 _ Somewhat yes           ,,
Rasuwa,Thulogaun,4,25-39,female,Gurung,,Farmer/laborer,,No difficulty ,2 _ Not very much,Long-term shelter (housing)        ,Financial support             ,Livelihoods,4_Mostly yes,,,2 _ Not very much           ,News about government decisions               ,How to get healthcare/psychological support                           ,4_Mostly yes,,,4_Mostly yes,,,4-Mostly yes,,5 _ Not at all         ,,,5 _ Completely yes         ,4 _ Not very much        ,,2-Somewhat yes,1-Completely yes        ,Government grant        ,Availability of financial support                                      ,4 _ Somewhat yes           ,,
Rasuwa,Thulogaun,4,25-39,female,Gurung,,NGO worker/Business,,No difficulty ,4_ Mostly yes,,,,4_Mostly yes,,,4_Mostly yes,,,5 _ Completely yes         ,,,5 _ Completely yes        ,,,5 _ Completely yes        ,,5 _ Not at all         ,,,5 _ Completely yes         ,4 _ Not very much        ,,2-Somewhat yes,1-Completely yes        ,Government grant        ,Availability of financial support                                      ,4 _ Somewhat yes           ,,
Rasuwa,Thulogaun,4,25-39,male,Dalit,,Farmer/laborer,,No difficulty ,4_ Mostly yes,,,,4_Mostly yes,,,2 _ Not very much           ,News about government decisions               ,How to replace personal documentation     ,5 _ Completely yes         ,,,5 _ Completely yes        ,,,4-Mostly yes,,5 _ Not at all         ,,,5 _ Completely yes         ,4 _ Not very much        ,,2-Somewhat yes,1-Completely yes        ,Government grant        ,Availability of financial support                                      ,4 _ Somewhat yes           ,,
Rasuwa,Thulogaun,4,25-39,male,Gurung,,Farmer/laborer,,No difficulty ,2 _ Not very much,Long-term shelter (housing)        ,Financial support             ,Livelihoods,4_Mostly yes,,,4_Mostly yes,,,4_Mostly yes,,,4_Mostly yes,,,4-Mostly yes,,5 _ Not at all         ,,,5 _ Completely yes         ,5 _ Not at all         ,,2-Somewhat yes,1-Completely yes        ,Government grant        ,Waiting for demolition assistance                                   ,4 _ Somewhat yes           ,,
Rasuwa,Thulogaun,4,25-39,male,Gurung,,Farmer/laborer,,No difficulty ,4_ Mostly yes,,,,1 _ Not at all        ,Reconstruction process taking too long                                   ,Government plans unclear               ,2 _ Not very much           ,How to get healthcare/psychological support                           ,How to register for/access support                       ,5 _ Completely yes         ,,,5 _ Completely yes        ,,,4-Mostly yes,,5 _ Not at all         ,,,4-Mostly yes,5 _ Not at all         ,,2-Somewhat yes,1-Completely yes        ,Government grant        ,Availability of financial support                                      ,4 _ Somewhat yes           ,,
